X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y
2879.0,135.0,15.0,120.0,-25.0,1351.0,242.0,233.0,116.0,1822.0,T1,T29,1.0
2715.0,65.0,26.0,124.0,84.0,124.0,234.0,177.0,58.0,1033.0,T1,T30,5.0
3097.0,94.0,6.0,42.0,0.0,2114.0,230.0,231.0,134.0,2436.0,T3,T32,1.0
2967.0,348.0,11.0,418.0,93.0,750.0,199.0,222.0,161.0,1776.0,T3,T31,2.0
3278.0,335.0,5.0,360.0,35.0,5763.0,209.0,233.0,163.0,646.0,T1,T22,1.0
,118.0,23.0,85.0,33.0,1107.0,252.0,213.0,76.0,1824.0,T3,T33,2.0
2978.0,193.0,12.0,558.0,65.0,5515.0,219.0,249.0,163.0,4101.0,T1,T29,2.0
2714.0,54.0,11.0,255.0,7.0,874.0,226.0,217.0,123.0,268.0,T3,T10,2.0
3275.0,3.0,22.0,30.0,20.0,5890.0,184.0,192.0,140.0,511.0,T1,T38,1.0
2665.0,111.0,6.0,402.0,31.0,771.0,230.0,234.0,137.0,1657.0,T1,T12,2.0
3271.0,33.0,5.0,85.0,3.0,5716.0,219.0,229.0,147.0,716.0,T1,T22,1.0
3280.0,301.0,12.0,454.0,5.0,2563.0,186.0,235.0,189.0,600.0,T3,T32,1.0
2301.0,333.0,14.0,258.0,77.0,969.0,188.0,222.0,172.0,190.0,T4,T6,3.0
2574.0,120.0,8.0,228.0,52.0,1235.0,234.0,234.0,132.0,1243.0,T3,T2,3.0
3445.0,222.0,14.0,108.0,5.0,2079.0,202.0,252.0,185.0,3409.0,T2,T32,1.0
2534.0,114.0,6.0,162.0,24.0,481.0,230.0,234.0,138.0,242.0,T1,T29,2.0
2657.0,77.0,11.0,268.0,10.0,1749.0,234.0,219.0,115.0,1761.0,T3,T11,3.0
3128.0,346.0,4.0,0.0,0.0,4848.0,212.0,233.0,159.0,2751.0,T1,T29,2.0
3376.0,301.0,11.0,120.0,27.0,2255.0,189.0,235.0,186.0,2431.0,T3,T38,7.0
2894.0,121.0,4.0,150.0,14.0,3687.0,227.0,236.0,144.0,3770.0,T1,T12,2.0
3158.0,82.0,7.0,30.0,-3.0,2389.0,230.0,228.0,132.0,1434.0,T3,T23,1.0
3194.0,42.0,14.0,595.0,84.0,1816.0,222.0,209.0,119.0,3049.0,T3,T24,1.0
2762.0,118.0,15.0,30.0,4.0,3720.0,244.0,226.0,106.0,5582.0,T1,T30,2.0
2310.0,297.0,29.0,319.0,158.0,824.0,126.0,216.0,223.0,1159.0,T4,T10,6.0
2613.0,122.0,9.0,30.0,0.0,3159.0,236.0,233.0,127.0,2188.0,T3,T20,2.0
3053.0,65.0,13.0,30.0,-2.0,2619.0,232.0,212.0,110.0,1332.0,T3,T22,1.0
3012.0,356.0,12.0,150.0,25.0,1026.0,200.0,218.0,155.0,2539.0,T3,T22,1.0
2693.0,33.0,10.0,127.0,15.0,1865.0,218.0,218.0,135.0,6677.0,T1,T12,1.0
2982.0,186.0,9.0,576.0,69.0,5676.0,222.0,247.0,159.0,3550.0,T1,T29,2.0
3041.0,324.0,18.0,30.0,4.0,3761.0,171.0,217.0,185.0,2684.0,T1,T24,1.0
3092.0,37.0,7.0,60.0,5.0,3813.0,220.0,224.0,140.0,1673.0,T1,T23,2.0
2740.0,186.0,14.0,42.0,5.0,2418.0,222.0,249.0,157.0,836.0,T3,T13,2.0
3393.0,107.0,10.0,342.0,60.0,1123.0,237.0,228.0,121.0,3908.0,T2,T35,1.0
2762.0,357.0,9.0,658.0,1.0,1529.0,207.0,225.0,156.0,900.0,T1,T23,2.0
2114.0,178.0,32.0,134.0,95.0,417.0,214.0,238.0,131.0,272.0,T4,T1,3.0
2919.0,45.0,5.0,190.0,6.0,4756.0,221.0,229.0,143.0,3997.0,T1,T23,1.0
2961.0,326.0,15.0,258.0,45.0,1189.0,182.0,222.0,179.0,2992.0,T1,T22,1.0
2998.0,48.0,11.0,685.0,103.0,1209.0,224.0,216.0,124.0,1851.0,T3,T33,2.0
2812.0,228.0,32.0,234.0,145.0,1677.0,158.0,250.0,212.0,1533.0,T3,T4,2.0
2934.0,39.0,15.0,256.0,-2.0,684.0,219.0,206.0,118.0,1583.0,T3,T32,1.0
2752.0,63.0,12.0,42.0,1.0,1338.0,230.0,215.0,116.0,2115.0,T3,T20,2.0
2585.0,59.0,17.0,242.0,73.0,1149.0,231.0,202.0,98.0,691.0,T3,T11,2.0
2668.0,138.0,21.0,272.0,68.0,1190.0,247.0,227.0,99.0,2379.0,T1,T30,2.0
3136.0,58.0,12.0,420.0,55.0,1477.0,228.0,214.0,117.0,3404.0,T3,T33,1.0
3339.0,81.0,6.0,446.0,78.0,930.0,229.0,229.0,134.0,1312.0,T3,T39,7.0
3251.0,15.0,16.0,541.0,76.0,1195.0,203.0,204.0,135.0,300.0,T1,T22,1.0
3165.0,65.0,4.0,67.0,3.0,4049.0,223.0,231.0,143.0,492.0,T3,T23,1.0
2118.0,57.0,23.0,228.0,174.0,256.0,229.0,184.0,77.0,268.0,T4,T1,3.0
3059.0,129.0,14.0,400.0,-48.0,485.0,242.0,231.0,116.0,1645.0,T1,T22,1.0
3334.0,333.0,19.0,638.0,195.0,2546.0,174.0,213.0,176.0,272.0,T3,T33,1.0
3023.0,243.0,34.0,335.0,241.0,2590.0,134.0,243.0,231.0,1637.0,T3,T13,1.0
3054.0,283.0,15.0,268.0,60.0,1434.0,177.0,239.0,202.0,408.0,T3,T32,2.0
2733.0,75.0,12.0,180.0,48.0,1762.0,234.0,217.0,113.0,247.0,T3,T31,1.0
3177.0,301.0,22.0,210.0,9.0,4015.0,155.0,225.0,208.0,1698.0,T3,T22,1.0
3158.0,147.0,18.0,390.0,67.0,3714.0,242.0,235.0,115.0,977.0,T3,T33,2.0
3042.0,42.0,17.0,808.0,161.0,1533.0,220.0,200.0,110.0,2792.0,T3,T33,2.0
3126.0,115.0,21.0,212.0,35.0,3507.0,251.0,215.0,82.0,331.0,T3,T33,1.0
3168.0,4.0,10.0,518.0,75.0,2758.0,207.0,220.0,151.0,3645.0,T1,T30,1.0
2942.0,133.0,8.0,371.0,28.0,2661.0,233.0,236.0,135.0,2455.0,T3,T26,2.0
3186.0,119.0,6.0,331.0,-20.0,677.0,231.0,235.0,137.0,2147.0,T3,T23,2.0
3213.0,75.0,5.0,120.0,8.0,2860.0,226.0,231.0,140.0,2642.0,T1,T29,1.0
2654.0,273.0,13.0,60.0,12.0,911.0,185.0,243.0,197.0,1595.0,T1,T30,2.0
2809.0,36.0,7.0,192.0,14.0,1742.0,220.0,225.0,141.0,1800.0,T1,T12,2.0
3224.0,253.0,15.0,531.0,133.0,3454.0,185.0,249.0,201.0,1902.0,T3,T33,2.0
3299.0,208.0,12.0,180.0,40.0,3230.0,211.0,251.0,173.0,1477.0,T3,T32,1.0
3252.0,0.0,3.0,0.0,0.0,3513.0,215.0,234.0,156.0,3733.0,T1,T38,7.0
2982.0,325.0,8.0,90.0,14.0,3174.0,201.0,232.0,170.0,6344.0,T1,T29,2.0
2962.0,251.0,12.0,331.0,53.0,5964.0,193.0,248.0,193.0,5275.0,T1,T29,2.0
3130.0,291.0,12.0,85.0,11.0,3211.0,186.0,238.0,192.0,1492.0,T3,T23,2.0
2819.0,335.0,18.0,277.0,72.0,2397.0,176.0,213.0,175.0,730.0,T3,T24,2.0
2968.0,69.0,12.0,484.0,6.0,3333.0,232.0,217.0,115.0,5901.0,T1,T29,1.0
3178.0,76.0,17.0,120.0,-16.0,1621.0,238.0,207.0,93.0,1498.0,T1,T29,2.0
2974.0,350.0,4.0,60.0,-6.0,5352.0,212.0,233.0,158.0,2486.0,T1,T23,1.0
3234.0,202.0,17.0,376.0,100.0,764.0,210.0,253.0,173.0,4795.0,T2,T22,2.0
3246.0,333.0,9.0,150.0,26.0,3408.0,200.0,229.0,168.0,1939.0,T1,T29,1.0
2749.0,18.0,11.0,342.0,54.0,1689.0,211.0,216.0,141.0,2474.0,T3,T10,6.0
2797.0,49.0,10.0,210.0,7.0,417.0,224.0,219.0,128.0,713.0,T1,T30,2.0
2754.0,97.0,13.0,242.0,22.0,1463.0,241.0,220.0,106.0,2388.0,T1,T12,2.0
2724.0,80.0,7.0,242.0,40.0,1441.0,229.0,228.0,133.0,3788.0,T1,T12,2.0
3278.0,201.0,14.0,510.0,78.0,3302.0,213.0,252.0,170.0,661.0,T3,T32,1.0
3096.0,127.0,21.0,201.0,50.0,750.0,249.0,221.0,89.0,424.0,T3,T33,2.0
3130.0,0.0,8.0,218.0,54.0,902.0,208.0,225.0,154.0,1616.0,T3,T33,2.0
2400.0,86.0,11.0,297.0,159.0,402.0,236.0,222.0,117.0,1917.0,T4,T6,4.0
2930.0,331.0,17.0,30.0,9.0,1899.0,177.0,216.0,177.0,2496.0,T3,T19,2.0
3129.0,30.0,25.0,323.0,36.0,3154.0,204.0,178.0,99.0,3212.0,T1,T30,1.0
3014.0,321.0,6.0,379.0,38.0,5304.0,204.0,234.0,169.0,1296.0,T1,T29,2.0
2904.0,145.0,4.0,335.0,72.0,760.0,225.0,239.0,149.0,1543.0,T3,T11,2.0
3139.0,119.0,16.0,313.0,68.0,459.0,245.0,225.0,104.0,716.0,T3,T32,1.0
3067.0,18.0,8.0,85.0,5.0,1495.0,214.0,223.0,145.0,2305.0,T1,T29,2.0
3005.0,124.0,5.0,351.0,28.0,1369.0,229.0,236.0,140.0,1590.0,T3,T31,1.0
3337.0,55.0,15.0,630.0,122.0,2256.0,228.0,207.0,108.0,2084.0,T1,T40,1.0
2941.0,57.0,12.0,108.0,24.0,2092.0,228.0,215.0,119.0,2190.0,T3,T32,1.0
3143.0,347.0,8.0,618.0,-22.0,720.0,204.0,227.0,161.0,1663.0,T2,T22,1.0
2504.0,207.0,32.0,124.0,66.0,300.0,181.0,249.0,182.0,1022.0,T3,T3,2.0
2899.0,327.0,17.0,30.0,4.0,2695.0,176.0,218.0,181.0,569.0,T3,T21,1.0
3238.0,239.0,19.0,841.0,129.0,514.0,182.0,252.0,205.0,2888.0,T3,T32,2.0
2697.0,87.0,14.0,319.0,-5.0,1290.0,240.0,215.0,102.0,1142.0,T1,T23,2.0
3022.0,289.0,10.0,335.0,62.0,2305.0,192.0,239.0,187.0,524.0,T1,T29,2.0
3126.0,186.0,23.0,295.0,107.0,2989.0,216.0,249.0,153.0,1304.0,T3,T33,2.0
3199.0,94.0,12.0,499.0,-7.0,503.0,239.0,221.0,110.0,2126.0,T3,T23,2.0
3175.0,209.0,15.0,967.0,-94.0,4224.0,208.0,253.0,177.0,1473.0,T3,T31,2.0
2696.0,136.0,14.0,90.0,5.0,1558.0,240.0,234.0,120.0,1415.0,T1,T12,1.0
2450.0,48.0,25.0,295.0,99.0,708.0,220.0,178.0,79.0,1275.0,T4,T10,3.0
3175.0,20.0,13.0,297.0,66.0,1326.0,210.0,211.0,136.0,366.0,T3,T24,1.0
3280.0,292.0,15.0,120.0,28.0,4566.0,176.0,236.0,199.0,782.0,T3,T32,1.0
2944.0,181.0,19.0,42.0,13.0,4966.0,223.0,248.0,150.0,426.0,T1,T30,2.0
2529.0,4.0,14.0,42.0,10.0,1945.0,201.0,212.0,148.0,1956.0,T3,T17,2.0
3103.0,353.0,9.0,277.0,-17.0,2241.0,204.0,224.0,158.0,2368.0,T3,T32,2.0
3037.0,137.0,11.0,268.0,49.0,1082.0,237.0,236.0,128.0,1781.0,T3,T22,1.0
3145.0,8.0,9.0,212.0,44.0,2033.0,210.0,223.0,150.0,1717.0,T1,T29,1.0
3334.0,306.0,16.0,799.0,135.0,872.0,174.0,229.0,195.0,924.0,T2,T23,1.0
2962.0,157.0,8.0,67.0,10.0,4696.0,229.0,241.0,145.0,5610.0,T1,T12,2.0
3355.0,229.0,23.0,309.0,95.0,2461.0,179.0,254.0,204.0,3458.0,T2,T32,1.0
2546.0,65.0,14.0,90.0,1.0,1517.0,233.0,210.0,106.0,1537.0,T3,T2,6.0
2318.0,141.0,27.0,42.0,19.0,962.0,247.0,221.0,84.0,900.0,T4,T3,3.0
3024.0,68.0,8.0,323.0,49.0,2971.0,229.0,223.0,127.0,6574.0,T1,T20,1.0
2771.0,33.0,12.0,127.0,15.0,2942.0,218.0,214.0,131.0,5347.0,T1,T12,2.0
3422.0,181.0,13.0,972.0,73.0,3322.0,224.0,248.0,154.0,1201.0,T3,T36,7.0
3004.0,80.0,4.0,0.0,0.0,5413.0,225.0,232.0,142.0,2255.0,T1,T23,1.0
3031.0,143.0,18.0,85.0,23.0,3810.0,243.0,233.0,111.0,5261.0,T1,T30,2.0
3117.0,149.0,11.0,175.0,-38.0,4583.0,235.0,239.0,134.0,1128.0,T1,T30,1.0
3008.0,266.0,13.0,765.0,92.0,5914.0,186.0,245.0,198.0,3744.0,T1,T29,2.0
2972.0,311.0,4.0,335.0,38.0,3782.0,208.0,237.0,168.0,828.0,T1,T29,2.0
3283.0,17.0,14.0,824.0,-7.0,1818.0,208.0,210.0,137.0,2673.0,T2,T23,2.0
2751.0,36.0,14.0,270.0,83.0,1106.0,218.0,207.0,122.0,2100.0,T3,T31,2.0
3092.0,8.0,13.0,85.0,7.0,1666.0,205.0,215.0,146.0,2301.0,T1,T29,2.0
3249.0,41.0,10.0,270.0,9.0,997.0,222.0,217.0,130.0,866.0,T2,T32,1.0
3390.0,69.0,9.0,150.0,16.0,3869.0,230.0,222.0,125.0,2800.0,T3,T39,7.0
2376.0,2.0,16.0,268.0,119.0,1333.0,195.0,207.0,147.0,1064.0,T4,T10,3.0
2389.0,115.0,37.0,295.0,161.0,1642.0,253.0,176.0,15.0,285.0,T4,T3,3.0
2970.0,0.0,11.0,579.0,55.0,2771.0,204.0,220.0,153.0,1471.0,T3,T31,2.0
2535.0,68.0,14.0,228.0,29.0,256.0,233.0,212.0,108.0,1323.0,T1,T12,2.0
3062.0,70.0,29.0,190.0,29.0,4632.0,237.0,170.0,45.0,912.0,T1,T29,2.0
2594.0,37.0,15.0,382.0,40.0,618.0,219.0,206.0,119.0,2872.0,T1,T29,2.0
3155.0,310.0,11.0,210.0,6.0,1518.0,189.0,232.0,183.0,485.0,T3,T23,1.0
2731.0,69.0,33.0,95.0,78.0,108.0,234.0,158.0,30.0,1516.0,T1,T30,5.0
3024.0,290.0,12.0,525.0,48.0,5439.0,185.0,238.0,193.0,1273.0,T1,T29,2.0
2793.0,170.0,7.0,67.0,2.0,2502.0,225.0,243.0,152.0,2307.0,T1,T12,2.0
2727.0,350.0,13.0,228.0,59.0,1908.0,196.0,218.0,160.0,1855.0,T1,T29,2.0
2964.0,178.0,7.0,134.0,25.0,1513.0,223.0,244.0,155.0,492.0,T3,T32,2.0
3047.0,67.0,5.0,182.0,13.0,6602.0,226.0,229.0,138.0,3386.0,T1,T29,2.0
2493.0,75.0,12.0,42.0,6.0,459.0,234.0,217.0,113.0,1276.0,T4,T6,6.0
2522.0,51.0,18.0,210.0,94.0,700.0,226.0,197.0,99.0,384.0,T4,T6,2.0
2271.0,252.0,33.0,417.0,133.0,541.0,129.0,240.0,236.0,1690.0,T4,T10,3.0
3089.0,355.0,21.0,927.0,-55.0,1107.0,181.0,198.0,151.0,1577.0,T3,T24,1.0
3166.0,316.0,19.0,175.0,4.0,4063.0,168.0,221.0,192.0,324.0,T3,T24,1.0
3219.0,320.0,16.0,134.0,29.0,4243.0,177.0,223.0,185.0,2282.0,T3,T32,1.0
2867.0,100.0,11.0,42.0,4.0,1588.0,238.0,226.0,118.0,1318.0,T1,T29,1.0
2710.0,31.0,8.0,351.0,43.0,1015.0,218.0,222.0,140.0,1651.0,T1,T29,2.0
3018.0,333.0,13.0,0.0,0.0,3475.0,191.0,223.0,172.0,1045.0,T3,T22,1.0
2696.0,131.0,13.0,306.0,-14.0,1894.0,241.0,232.0,119.0,2714.0,T3,T2,6.0
3155.0,35.0,27.0,297.0,96.0,1230.0,205.0,169.0,85.0,391.0,T1,T22,1.0
2678.0,45.0,5.0,210.0,25.0,1584.0,221.0,229.0,144.0,6199.0,T1,T12,2.0
2165.0,78.0,11.0,0.0,0.0,684.0,234.0,220.0,116.0,1425.0,T4,T1,4.0
2952.0,78.0,15.0,242.0,35.0,5269.0,238.0,212.0,102.0,2471.0,T1,T22,2.0
3241.0,312.0,14.0,120.0,46.0,4839.0,182.0,229.0,187.0,1254.0,T1,T29,2.0
2565.0,231.0,29.0,60.0,26.0,1209.0,163.0,251.0,213.0,524.0,T3,T4,3.0
3015.0,324.0,15.0,228.0,-14.0,2385.0,182.0,223.0,181.0,1431.0,T3,T33,1.0
3233.0,103.0,13.0,190.0,51.0,1385.0,241.0,223.0,109.0,2520.0,T3,T23,2.0
2297.0,8.0,25.0,60.0,32.0,390.0,182.0,181.0,128.0,636.0,T4,T10,3.0
2950.0,185.0,17.0,391.0,64.0,1687.0,221.0,249.0,156.0,1781.0,T3,T33,
3333.0,165.0,11.0,228.0,19.0,4023.0,230.0,244.0,144.0,2475.0,T1,T38,7.0
3094.0,286.0,17.0,150.0,18.0,1482.0,170.0,237.0,206.0,1974.0,T3,T23,1.0
2857.0,219.0,16.0,330.0,57.0,2308.0,200.0,254.0,186.0,2022.0,T3,T26,2.0
3258.0,22.0,4.0,592.0,32.0,5250.0,217.0,230.0,150.0,1871.0,T1,T29,1.0
2801.0,229.0,16.0,67.0,18.0,2040.0,195.0,253.0,192.0,1869.0,T3,T13,2.0
2686.0,82.0,7.0,201.0,11.0,255.0,230.0,228.0,130.0,1191.0,T3,T11,2.0
2514.0,22.0,10.0,60.0,9.0,1482.0,214.0,218.0,140.0,1530.0,T3,T10,2.0
3094.0,357.0,23.0,108.0,29.0,1080.0,177.0,191.0,146.0,212.0,T3,T24,1.0
3061.0,340.0,11.0,277.0,4.0,3241.0,197.0,224.0,166.0,1167.0,T3,T32,2.0
2304.0,37.0,12.0,339.0,33.0,871.0,219.0,212.0,126.0,582.0,T4,T2,3.0
3219.0,175.0,10.0,201.0,26.0,4155.0,226.0,246.0,151.0,2143.0,T3,T33,1.0
2763.0,328.0,12.0,300.0,96.0,1116.0,192.0,226.0,174.0,2190.0,T3,T13,2.0
2970.0,283.0,12.0,150.0,-7.0,2748.0,187.0,241.0,193.0,474.0,T3,T32,2.0
3243.0,4.0,12.0,679.0,60.0,4052.0,204.0,216.0,149.0,3576.0,T1,T29,1.0
3159.0,165.0,11.0,150.0,10.0,6258.0,230.0,244.0,144.0,1015.0,T1,T29,1.0
2970.0,68.0,14.0,379.0,100.0,1771.0,233.0,212.0,108.0,2922.0,T3,T32,2.0
2991.0,16.0,26.0,339.0,9.0,1727.0,189.0,178.0,116.0,1263.0,T3,T32,2.0
2152.0,19.0,32.0,295.0,202.0,319.0,179.0,156.0,96.0,240.0,T4,T10,3.0
2614.0,15.0,18.0,342.0,10.0,1804.0,202.0,201.0,132.0,2105.0,T3,T11,2.0
3117.0,81.0,19.0,424.0,76.0,3102.0,242.0,204.0,85.0,789.0,T3,T33,1.0
3143.0,151.0,2.0,0.0,0.0,2154.0,222.0,239.0,152.0,685.0,T1,T23,1.0
3204.0,344.0,4.0,175.0,14.0,1414.0,211.0,233.0,160.0,301.0,T3,T23,1.0
3334.0,68.0,28.0,467.0,143.0,977.0,235.0,172.0,49.0,1682.0,T2,T40,1.0
3367.0,133.0,8.0,175.0,0.0,4228.0,233.0,236.0,135.0,4004.0,T1,T40,7.0
3213.0,135.0,6.0,150.0,23.0,1733.0,230.0,237.0,140.0,1468.0,T2,T23,1.0
3072.0,242.0,13.0,626.0,1.0,2731.0,195.0,250.0,192.0,1084.0,T3,T32,1.0
2335.0,10.0,11.0,120.0,28.0,1120.0,209.0,219.0,147.0,1031.0,T4,T3,3.0
3148.0,62.0,7.0,402.0,62.0,5100.0,226.0,226.0,134.0,300.0,T1,T29,2.0
3397.0,32.0,7.0,830.0,199.0,1106.0,219.0,224.0,142.0,799.0,T2,T31,1.0
3246.0,85.0,10.0,450.0,59.0,1959.0,235.0,222.0,118.0,1863.0,T3,T32,1.0
2750.0,87.0,25.0,240.0,118.0,240.0,247.0,191.0,58.0,768.0,T1,T30,5.0
2978.0,338.0,9.0,85.0,0.0,4949.0,201.0,228.0,166.0,5981.0,T1,T12,2.0
2460.0,355.0,22.0,60.0,18.0,1253.0,178.0,194.0,150.0,735.0,T3,T10,6.0
3023.0,342.0,5.0,459.0,91.0,3062.0,209.0,232.0,161.0,1172.0,T3,T31,2.0
2903.0,296.0,7.0,485.0,33.0,4219.0,200.0,238.0,178.0,5658.0,T1,T12,1.0
3395.0,71.0,17.0,457.0,161.0,1920.0,237.0,204.0,93.0,1998.0,T1,T40,1.0
2278.0,223.0,25.0,108.0,48.0,1047.0,180.0,254.0,200.0,485.0,T4,T1,3.0
2813.0,84.0,30.0,60.0,-28.0,323.0,246.0,173.0,34.0,2308.0,T1,T30,2.0
3083.0,309.0,3.0,247.0,40.0,351.0,210.0,237.0,165.0,607.0,T2,T22,1.0
2104.0,340.0,13.0,30.0,0.0,1057.0,192.0,220.0,167.0,648.0,T4,T10,6.0
2999.0,315.0,2.0,0.0,0.0,4226.0,213.0,237.0,162.0,571.0,T1,T23,1.0
2125.0,291.0,23.0,277.0,114.0,339.0,149.0,229.0,217.0,408.0,T4,T10,3.0
2898.0,102.0,6.0,534.0,43.0,2835.0,230.0,233.0,137.0,2219.0,T1,T29,2.0
2890.0,198.0,14.0,454.0,90.0,2419.0,215.0,251.0,168.0,1889.0,T3,T26,2.0
2562.0,190.0,15.0,162.0,15.0,2175.0,219.0,250.0,161.0,1983.0,T3,T2,5.0
3001.0,209.0,6.0,872.0,92.0,5869.0,216.0,246.0,166.0,5622.0,T1,T20,2.0
3042.0,297.0,11.0,162.0,-2.0,3612.0,189.0,237.0,187.0,1695.0,T3,T22,1.0
2836.0,343.0,24.0,60.0,20.0,1269.0,166.0,197.0,165.0,1783.0,T3,T24,1.0
2850.0,128.0,6.0,391.0,66.0,2069.0,230.0,236.0,140.0,1530.0,T1,T12,2.0
2758.0,212.0,37.0,108.0,73.0,1922.0,162.0,244.0,191.0,1124.0,T3,T13,2.0
2928.0,86.0,13.0,360.0,118.0,360.0,239.0,217.0,107.0,691.0,T1,T29,2.0
3016.0,69.0,12.0,90.0,17.0,5069.0,233.0,215.0,113.0,3302.0,T1,T29,2.0
2368.0,68.0,19.0,85.0,40.0,488.0,236.0,199.0,87.0,418.0,T4,T10,6.0
3045.0,201.0,6.0,531.0,-13.0,162.0,218.0,245.0,163.0,1324.0,T3,T23,2.0
2632.0,342.0,27.0,95.0,55.0,2282.0,153.0,188.0,167.0,2350.0,T3,T24,2.0
2891.0,336.0,15.0,134.0,18.0,2647.0,187.0,219.0,171.0,2307.0,T3,T24,1.0
3198.0,14.0,12.0,674.0,73.0,2065.0,208.0,214.0,141.0,2430.0,T3,T24,1.0
2796.0,59.0,8.0,511.0,12.0,1717.0,227.0,223.0,130.0,1057.0,T1,T12,2.0
2916.0,197.0,13.0,60.0,9.0,4204.0,216.0,251.0,166.0,4298.0,T1,T29,2.0
2684.0,14.0,15.0,301.0,42.0,331.0,205.0,208.0,137.0,531.0,T3,T11,2.0
3093.0,92.0,28.0,240.0,118.0,2034.0,250.0,186.0,46.0,3724.0,T1,T29,1.0
3266.0,212.0,14.0,210.0,48.0,1201.0,207.0,253.0,178.0,859.0,T3,T32,1.0
2748.0,43.0,8.0,150.0,12.0,391.0,222.0,223.0,136.0,2598.0,T3,T31,2.0
3257.0,103.0,9.0,30.0,4.0,825.0,236.0,228.0,122.0,1262.0,T2,T24,2.0
2907.0,70.0,5.0,240.0,43.0,3112.0,225.0,230.0,140.0,2474.0,T1,T12,2.0
2859.0,108.0,17.0,120.0,50.0,150.0,247.0,218.0,95.0,735.0,T1,T30,2.0
3257.0,76.0,8.0,124.0,-15.0,4235.0,230.0,226.0,128.0,2137.0,T1,T38,1.0
3384.0,126.0,16.0,499.0,151.0,1945.0,245.0,227.0,105.0,1631.0,T1,T35,7.0
2590.0,224.0,14.0,258.0,109.0,1440.0,202.0,252.0,185.0,1365.0,T3,T11,2.0
3118.0,255.0,7.0,270.0,22.0,1812.0,203.0,245.0,180.0,2658.0,T3,T32,1.0
2746.0,17.0,17.0,60.0,5.0,1716.0,204.0,203.0,132.0,2904.0,T1,T29,2.0
3268.0,299.0,17.0,285.0,50.0,4034.0,170.0,231.0,200.0,1699.0,T3,T22,1.0
2791.0,37.0,12.0,255.0,95.0,255.0,219.0,214.0,128.0,2663.0,T1,T24,2.0
2511.0,1.0,10.0,67.0,-1.0,309.0,206.0,222.0,153.0,1482.0,T3,T10,6.0
3277.0,353.0,16.0,228.0,65.0,2854.0,191.0,211.0,156.0,2486.0,T3,T24,1.0
2862.0,72.0,19.0,216.0,43.0,2190.0,238.0,200.0,85.0,1354.0,T3,T10,2.0
3258.0,126.0,15.0,108.0,19.0,3398.0,244.0,229.0,110.0,800.0,T3,T33,1.0
2575.0,315.0,16.0,120.0,53.0,1302.0,175.0,225.0,189.0,1660.0,T3,T2,2.0
2966.0,67.0,12.0,466.0,27.0,2590.0,232.0,217.0,116.0,2403.0,T1,T29,2.0
2982.0,352.0,10.0,85.0,15.0,1894.0,203.0,223.0,158.0,571.0,T3,T31,2.0
3395.0,278.0,15.0,268.0,85.0,3710.0,178.0,241.0,202.0,1146.0,T1,T39,1.0
2936.0,101.0,15.0,124.0,17.0,4667.0,244.0,218.0,99.0,5751.0,T1,T30,2.0
2737.0,62.0,10.0,272.0,87.0,1214.0,229.0,219.0,122.0,2167.0,T1,T12,2.0
3111.0,321.0,20.0,212.0,33.0,2676.0,164.0,216.0,189.0,1209.0,T3,T33,1.0
3170.0,337.0,7.0,323.0,23.0,1123.0,204.0,230.0,165.0,2335.0,T2,T23,1.0
3001.0,30.0,18.0,720.0,236.0,1749.0,212.0,197.0,116.0,2140.0,T3,T33,1.0
3024.0,103.0,13.0,474.0,10.0,6555.0,241.0,224.0,110.0,2783.0,T1,T30,2.0
2732.0,25.0,22.0,268.0,44.0,1672.0,202.0,186.0,112.0,1033.0,T1,T29,2.0
2972.0,192.0,8.0,516.0,59.0,5474.0,220.0,247.0,161.0,4103.0,T1,T29,2.0
3271.0,275.0,16.0,794.0,136.0,815.0,176.0,242.0,205.0,2613.0,T3,T32,2.0
3063.0,88.0,9.0,162.0,16.0,4380.0,234.0,226.0,124.0,2550.0,T1,T29,2.0
2774.0,112.0,4.0,430.0,54.0,1641.0,227.0,235.0,142.0,2916.0,T1,T12,2.0
3118.0,140.0,8.0,120.0,-4.0,2037.0,232.0,238.0,138.0,571.0,T1,T23,1.0
3090.0,106.0,4.0,85.0,8.0,2132.0,227.0,234.0,142.0,3363.0,T3,T24,1.0
3382.0,342.0,13.0,108.0,6.0,2534.0,193.0,221.0,166.0,2506.0,T3,T38,7.0
2420.0,277.0,21.0,242.0,79.0,124.0,159.0,239.0,217.0,591.0,T4,T10,3.0
2446.0,178.0,23.0,402.0,176.0,1063.0,224.0,246.0,143.0,541.0,T4,T2,6.0
2740.0,20.0,12.0,108.0,21.0,2295.0,212.0,215.0,139.0,6365.0,T1,T29,2.0
2853.0,65.0,25.0,30.0,12.0,1032.0,234.0,180.0,64.0,1798.0,T1,T30,1.0
2975.0,209.0,29.0,175.0,73.0,2006.0,185.0,251.0,186.0,2058.0,T3,T33,2.0
3167.0,14.0,10.0,60.0,14.0,1455.0,210.0,218.0,144.0,2373.0,T1,T29,1.0
2870.0,6.0,12.0,42.0,8.0,2823.0,205.0,217.0,148.0,2343.0,T3,T22,1.0
2660.0,198.0,12.0,108.0,9.0,3354.0,216.0,250.0,167.0,1991.0,T3,T26,2.0
2837.0,119.0,23.0,607.0,310.0,1273.0,252.0,213.0,76.0,1018.0,T3,T13,2.0
