,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
5186,3201,65,12,228,-23,1731,231,216,116,1615,T1,T29
5187,2562,67,13,0,0,2300,233,213,110,2446,T3,T11
5188,2613,33,17,190,35,1048,214,199,116,1560,T3,T11
5189,2954,239,11,234,26,1573,200,249,186,1261,T1,T30
5190,2488,294,11,283,45,150,188,237,189,1676,T4,T6
5191,2494,349,18,218,66,811,185,208,160,510,T4,T10
5192,3178,133,22,277,46,3650,249,223,90,295,T3,T33
5193,2661,41,17,242,66,1231,219,199,109,2109,T1,T30
5194,3324,330,19,726,34,2265,172,214,180,940,T3,T32
5195,2955,262,16,85,17,3020,179,247,205,1189,T3,T13
5196,2887,102,19,85,21,2997,248,212,86,2097,T1,T30
5197,2935,165,8,631,72,2720,228,243,148,1847,T3,T26
5198,2886,130,8,503,49,2521,233,236,135,2474,T1,T29
5199,3182,349,4,175,11,1396,213,233,158,170,T3,T23
5200,2693,112,16,150,40,1917,246,222,100,990,T3,T11
5201,2872,180,9,258,45,1132,224,246,155,2563,T3,T33
5202,3213,135,1,430,32,5790,221,238,153,2460,T1,T22
5203,3219,35,10,134,20,1092,219,218,134,994,T2,T32
5204,2685,327,25,85,39,2137,152,203,186,2372,T3,T10
5205,2688,181,32,42,20,1788,212,240,135,2711,T1,T30
5206,2952,102,7,170,26,4465,232,231,132,5276,T1,T29
5207,2965,305,12,330,120,765,187,233,186,1754,T3,T32
5208,2924,157,14,180,-12,3284,235,241,133,1275,T3,T13
5209,2908,70,13,335,44,2960,234,213,108,2536,T1,T12
5210,3083,141,9,534,66,1610,234,238,134,702,T3,T13
5211,2764,183,18,408,163,1682,222,249,153,1276,T3,T4
5212,3223,113,14,85,-4,4496,244,224,107,2079,T1,T23
5213,3165,141,10,150,33,3158,235,238,133,3353,T1,T39
5214,3191,132,14,256,19,4434,242,232,117,2831,T1,T29
5215,3389,296,11,977,222,4538,188,237,188,2781,T3,T38
5216,3235,130,15,361,52,3856,243,231,113,1842,T3,T32
5217,2891,203,12,201,5,1782,214,250,170,1573,T3,T33
5218,2949,72,9,495,36,4625,231,223,125,3005,T1,T29
5219,3075,343,14,0,0,4241,191,218,165,870,T1,T19
5220,2962,61,12,134,20,3792,230,215,116,5221,T1,T29
5221,3021,250,5,900,105,5998,209,243,172,3480,T1,T29
5222,2993,21,15,42,8,2371,208,206,131,1124,T3,T22
5223,2940,68,10,60,22,3335,231,220,121,2282,T1,T23
5224,3036,48,19,800,155,1552,224,196,100,2787,T3,T33
5225,2904,119,15,240,94,240,245,225,105,631,T1,T30
5226,1990,336,36,313,135,285,117,166,173,930,T4,T5
5227,3192,259,14,420,82,1301,185,247,200,2589,T3,T33
5228,3202,325,10,30,6,4291,196,230,173,2310,T3,T32
5229,3184,347,22,201,58,3842,174,199,160,3422,T3,T24
5230,2936,133,9,0,0,1783,235,236,132,421,T3,T32
5231,2895,71,11,30,-2,1273,232,219,118,1563,T3,T23
5232,3184,268,6,433,57,5996,204,243,178,2796,T1,T22
5233,3123,55,24,660,63,1489,226,181,75,2240,T3,T33
5234,2953,339,15,30,7,4226,186,217,169,384,T1,T29
5235,2517,338,27,360,80,626,153,192,172,1273,T3,T33
5236,2915,20,13,216,13,1403,210,211,136,1613,T1,T29
5237,3052,329,15,242,43,2671,184,221,177,819,T1,T29
5238,2892,31,12,300,56,2385,216,213,130,1290,T3,T24
5239,3113,338,18,752,69,3823,177,211,171,2698,T1,T29
5240,3082,125,17,201,37,4740,246,226,103,937,T1,T29
5241,3050,265,32,300,129,2743,122,234,240,2498,T3,T31
5242,2518,58,10,30,-3,361,228,218,123,1573,T3,T10
5243,2949,342,8,391,141,4937,205,229,163,4962,T1,T29
5244,2624,74,4,30,0,1347,225,231,142,190,T1,T9
5245,2561,16,12,150,42,779,209,214,141,1266,T3,T11
5246,2949,169,15,319,56,5226,230,245,141,4498,T1,T30
5247,2928,234,24,67,21,2807,173,253,209,990,T3,T13
5248,3080,92,6,400,-102,1783,230,231,135,1301,T1,T23
5249,2742,54,7,30,2,674,224,225,136,2179,T1,T20
5250,3052,349,5,124,4,1114,211,232,159,1852,T1,T29
5251,2948,245,15,192,73,2910,187,251,200,2117,T3,T13
5252,2813,279,17,430,81,162,171,240,208,1899,T3,T10
5253,2909,208,4,175,9,5326,217,243,162,5071,T1,T16
5254,3068,15,13,451,11,1958,208,212,139,1333,T3,T32
5255,2991,182,11,240,18,1657,223,247,156,1148,T1,T23
5256,3171,266,21,458,105,5941,163,244,217,2040,T1,T30
5257,3205,302,9,469,-15,5387,195,236,181,1930,T1,T22
5258,2831,359,17,67,10,2541,193,207,149,2718,T1,T29
5259,3021,60,5,180,0,2881,224,229,140,1276,T1,T23
5260,2927,77,18,170,43,457,240,203,86,1699,T1,T29
5261,3086,148,19,391,45,5545,241,235,115,1620,T1,T29
5262,3070,293,22,108,3,1997,155,230,213,3348,T1,T29
5263,2749,25,22,30,2,1302,204,188,113,1650,T3,T20
5264,2724,129,3,42,-5,1387,225,237,148,2028,T1,T12
5265,3004,342,3,228,26,4963,213,235,159,5916,T1,T12
5266,3037,269,11,67,-6,3354,191,244,192,1140,T3,T32
5267,2907,349,12,127,-11,875,197,219,160,648,T3,T31
5268,2889,230,24,313,12,899,176,253,207,511,T3,T13
5269,2899,204,12,443,169,2287,213,251,171,573,T3,T33
5270,3048,336,20,618,273,836,171,208,174,1464,T3,T33
5271,2759,74,6,240,26,2832,228,228,135,5205,T1,T12
5272,2899,86,20,210,71,258,245,202,78,1366,T1,T29
5273,3130,9,12,474,32,1758,206,215,146,3483,T3,T31
5274,3138,14,20,870,85,2802,196,193,129,2373,T3,T24
5275,2820,79,1,180,10,2188,220,236,152,2337,T1,T12
5276,2916,209,7,323,78,1964,215,247,168,1176,T3,T32
5277,2517,192,27,120,28,1154,207,249,160,1224,T3,T2
5278,2824,23,10,90,30,90,214,218,139,277,T1,T29
5279,3285,122,10,351,-5,1571,238,232,124,3247,T2,T38
5280,3198,20,11,618,85,3426,212,217,140,3578,T1,T39
5281,2979,302,3,256,4,2813,211,238,165,2001,T1,T29
5282,2726,16,10,30,2,510,211,219,143,2396,T3,T17
5283,3054,74,32,537,-50,690,238,163,31,1712,T1,T29
5284,3071,321,15,60,20,3048,181,224,183,2490,T1,T23
5285,3090,122,9,150,15,4479,236,233,128,3167,T1,T29
5286,2704,343,15,60,19,1521,189,217,165,3229,T1,T30
5287,3308,194,13,655,106,2764,218,250,164,1235,T3,T38
5288,2560,199,33,212,116,277,189,246,168,955,T3,T3
5289,2936,149,3,573,60,3398,223,239,151,3784,T1,T12
5290,3125,135,1,0,0,2105,221,238,153,3024,T3,T23
5291,2916,217,2,180,23,331,217,241,161,467,T3,T31
5292,3205,298,5,0,0,5071,207,238,170,541,T1,T38
5293,3047,173,11,180,23,3589,227,245,149,2669,T1,T30
5294,3173,314,24,433,96,376,149,213,201,1380,T2,T22
5295,2992,33,25,297,102,2463,207,178,95,1861,T3,T33
5296,2889,322,8,120,9,4943,200,232,172,1357,T1,T29
5297,2940,75,3,0,0,2010,223,234,147,2656,T3,T19
5298,2368,102,26,242,74,1026,252,196,55,631,T4,T6
5299,2977,200,20,228,96,1707,207,253,172,1019,T3,T33
5300,3284,43,8,67,1,4334,222,223,136,3605,T3,T23
5301,2604,36,21,351,77,648,214,190,104,616,T3,T33
5302,3093,170,5,0,0,6215,224,242,153,2362,T1,T29
5303,2886,346,14,67,6,4281,191,217,163,6029,T1,T20
5304,3259,180,16,256,83,3458,224,248,152,2976,T1,T22
5305,3145,329,10,268,38,5391,197,229,171,543,T1,T29
5306,3095,45,19,454,127,1616,221,195,100,3483,T3,T33
5307,2840,39,18,309,68,1621,218,198,109,1604,T3,T24
5308,2784,119,11,170,44,3020,239,231,121,2746,T1,T12
5309,2715,36,8,474,97,2440,220,221,137,1560,T3,T32
5310,2095,160,33,108,76,433,233,225,95,301,T4,T1
5311,3219,357,13,365,71,1048,198,215,154,2201,T1,T29
5312,2989,339,15,779,191,2974,185,216,169,930,T3,T10
5313,3205,112,10,30,-16,1072,238,229,121,2911,T2,T23
5314,3029,174,11,85,-11,2322,227,246,150,3918,T1,T23
5315,2996,71,24,182,-45,524,238,185,64,560,T1,T29
5316,2936,117,10,95,17,4729,237,231,125,5800,T1,T12
5317,2973,274,11,127,10,2289,192,243,191,977,T3,T22
5318,3255,317,17,376,116,2489,174,223,188,182,T3,T33
5319,2995,93,5,272,23,5076,228,232,138,4601,T1,T29
5320,3382,241,15,277,127,3369,190,251,198,503,T1,T39
5321,2998,45,16,488,-29,2389,223,204,111,2768,T3,T31
5322,3119,233,12,228,15,2452,200,251,187,454,T3,T32
5323,3060,75,24,234,-29,716,241,188,64,1126,T1,T29
5324,3090,54,19,162,20,4924,227,195,93,2787,T1,T29
5325,3172,8,19,350,87,3174,194,198,137,1588,T3,T31
5326,3337,305,18,60,11,3515,167,227,200,1481,T1,T39
5327,2832,30,10,95,33,108,217,217,135,319,T1,T29
5328,3018,159,6,626,92,5744,226,241,149,3257,T1,T29
5329,2984,92,9,636,6,4239,234,227,124,4736,T1,T12
5330,2104,96,26,306,144,351,251,192,53,488,T4,T1
5331,3309,308,24,85,41,5442,148,217,206,837,T1,T38
5332,3085,304,10,242,9,3734,192,235,183,1594,T3,T22
5333,3107,92,11,95,5,5193,238,222,114,2080,T1,T29
5334,2837,35,8,30,-2,3271,219,224,140,4875,T1,T20
5335,3011,0,13,510,92,5085,200,215,152,5854,T1,T12
5336,2712,83,6,395,-3,1307,229,230,135,1749,T1,T12
5337,2603,34,14,470,31,1443,217,207,122,1733,T3,T11
5338,2589,347,5,60,-7,323,210,231,160,1260,T1,T29
5339,2994,99,27,255,-26,731,252,191,0,1994,T1,T29
5340,2551,136,16,120,10,446,244,232,111,2244,T1,T30
5341,3290,140,7,990,174,2347,231,238,139,2277,T3,T31
5342,2834,285,3,0,0,655,212,239,165,577,T3,T23
5343,2422,23,5,0,0,872,217,228,148,1371,T3,T20
5344,2943,196,16,30,-8,1820,214,252,167,437,T3,T13
5345,3032,86,3,67,4,4202,224,234,145,2527,T1,T29
5346,2149,51,25,90,21,720,223,178,76,787,T4,T5
5347,3215,317,17,162,2,4224,174,223,188,467,T3,T24
5348,2953,8,9,458,47,3443,210,223,150,1802,T1,T29
5349,3543,86,14,927,324,2621,240,216,103,997,T1,T40
5350,3158,291,6,570,74,313,203,239,175,2308,T3,T23
5351,2328,49,18,150,26,1020,225,198,101,127,T4,T6
5352,3086,135,5,120,1,937,228,238,144,1825,T1,T23
5353,2841,65,16,190,82,1489,233,207,101,1421,T3,T33
5354,3020,255,13,297,62,537,189,248,197,655,T2,T22
5355,2760,359,12,182,5,1400,202,219,153,618,T3,T31
5356,3103,30,13,190,40,5176,216,211,129,2809,T1,T22
5357,2964,73,7,150,34,693,229,226,131,2294,T1,T29
5358,3128,328,13,201,46,5028,188,224,175,531,T1,T29
5359,3078,270,18,108,33,1744,172,243,210,247,T3,T23
5360,2837,107,13,90,0,342,242,223,108,1591,T1,T29
5361,3171,108,11,234,22,4900,239,227,118,1426,T1,T30
5362,2323,256,27,67,27,1077,146,244,229,218,T4,T1
5363,3163,324,20,175,47,1283,165,214,187,2220,T1,T29
5364,2571,113,12,0,0,1908,240,228,117,1994,T3,T17
5365,3029,339,11,0,0,3078,197,225,166,2530,T3,T23
5366,2611,335,15,30,7,1900,185,218,172,2772,T3,T17
5367,3067,223,12,589,91,6097,204,251,183,1608,T1,T29
5368,2947,283,16,42,6,1663,174,239,204,1358,T1,T29
5369,2333,114,12,42,6,1293,241,228,115,190,T4,T6
5370,2799,119,6,451,15,1774,231,235,137,1065,T1,T12
5371,2952,74,18,218,-14,516,239,203,89,430,T1,T29
5372,3203,354,9,175,21,1461,205,224,157,2333,T1,T29
5373,3360,301,22,872,83,1062,155,225,208,875,T2,T23
5374,2750,96,15,216,86,1622,243,217,99,1149,T3,T13
5375,3095,201,11,258,43,330,215,250,168,700,T3,T23
5376,3167,145,10,67,1,806,234,239,135,2239,T2,T23
5377,2962,153,11,150,13,4250,233,241,138,5242,T1,T30
5378,2589,358,21,175,38,1606,183,197,148,1471,T3,T10
5379,2592,64,16,433,66,997,233,205,99,3730,T1,T29
5380,3246,181,14,67,4,1073,224,248,153,1132,T1,T22
5381,2389,49,27,391,120,480,219,170,69,1006,T4,T10
5382,3121,34,3,162,13,2018,219,232,149,2654,T3,T32
5383,3379,51,15,576,88,2054,226,207,110,2829,T2,T38
5384,3042,200,5,175,2,3137,218,244,162,1177,T3,T32
5385,2819,152,13,256,23,2520,236,240,132,1676,T1,T29
5386,3179,99,13,532,141,459,241,221,108,1789,T1,T23
5387,3436,3,16,350,88,3911,196,207,146,3310,T3,T32
5388,2851,8,7,270,46,2252,212,227,152,2382,T1,T29
5389,2191,251,31,190,114,297,137,243,233,666,T4,T1
5390,2968,0,7,150,23,4686,210,228,155,5845,T1,T12
5391,3247,137,25,660,93,1207,249,221,84,2395,T1,T39
5392,2635,191,29,85,12,1950,205,247,157,1065,T3,T4
5393,3315,77,20,313,25,3436,241,200,82,1738,T1,T29
5394,3035,251,13,30,4,2531,191,249,195,1458,T3,T23
5395,3364,120,13,30,6,4402,241,229,115,4134,T3,T23
5396,3162,237,10,42,-2,2949,203,249,183,1012,T3,T23
5397,2712,143,22,210,39,1084,245,230,102,1606,T3,T4
5398,2338,214,16,300,81,858,203,254,183,674,T4,T6
5399,3301,15,3,150,-5,5573,217,233,154,618,T1,T38
5400,3224,332,17,67,24,1600,177,215,176,454,T1,T23
5401,3365,74,42,277,125,2323,229,128,0,633,T3,T39
5402,3243,62,17,182,54,1589,232,202,97,2640,T1,T29
5403,2966,0,7,90,29,1717,210,228,155,579,T3,T31
5404,3018,239,6,170,11,5559,210,245,173,2067,T1,T23
5405,3093,77,16,331,-89,1742,239,208,95,1332,T1,T29
5406,3191,38,3,210,19,3958,219,233,150,1390,T1,T38
5407,2669,44,13,277,69,1273,222,210,120,2197,T1,T30
5408,3182,6,7,0,0,2746,212,226,152,2797,T3,T23
5409,2419,122,22,120,25,474,251,216,80,930,T3,T4
5410,2700,65,11,134,9,700,230,218,120,1231,T1,T23
5411,3129,129,10,30,-2,2981,237,234,127,5363,T1,T30
5412,2963,329,38,484,240,2839,105,167,186,376,T3,T33
5413,3201,85,6,85,-13,2521,228,230,136,2632,T1,T22
5414,2900,36,11,591,145,1368,219,216,131,997,T3,T32
5415,2942,272,17,216,56,3924,172,243,209,797,T1,T29
5416,3219,18,20,60,16,4773,200,194,125,218,T1,T22
5417,3119,85,35,470,14,780,244,158,13,1804,T1,T29
5418,3242,65,14,108,1,3050,233,210,106,2481,T1,T29
5419,3252,346,9,67,-1,633,203,226,161,1006,T2,T19
5420,3161,86,13,390,90,350,239,217,107,841,T3,T32
5421,2881,338,22,150,72,153,167,203,172,573,T1,T29
5422,2913,302,12,218,57,2994,187,235,187,2297,T1,T29
5423,3014,35,8,390,42,5378,219,223,139,6367,T1,T12
5424,2693,125,12,408,7,1106,240,232,120,1973,T1,T12
5425,3273,87,12,255,48,1249,238,220,111,1945,T2,T23
5426,3336,295,4,390,68,3121,209,238,169,1897,T1,T38
5427,2952,281,5,212,33,4824,206,240,173,2022,T1,T29
5428,2807,67,7,0,0,1800,228,226,132,1189,T3,T33
5429,2945,112,8,85,13,3603,235,231,128,6411,T1,T29
5430,2428,335,28,108,58,685,147,191,176,1471,T4,T10
5431,3313,282,24,60,7,3451,148,234,222,1630,T1,T39
5432,3291,95,6,120,2,4839,229,231,136,488,T1,T29
5433,2955,51,12,182,36,5482,226,213,119,3926,T1,T29
5434,2718,31,12,443,84,480,216,213,130,408,T3,T10
5435,3010,103,13,30,-7,1505,241,224,110,547,T3,T31
5436,2720,64,25,85,11,175,234,181,65,2074,T1,T30
5437,3129,95,18,182,-53,1667,245,211,89,1442,T1,T29
5438,2748,121,11,0,0,1746,238,231,122,1064,T1,T29
5439,2991,342,16,120,5,691,185,214,167,1099,T2,T22
5440,3088,318,7,371,71,1531,202,234,171,1020,T3,T32
5441,3256,70,12,170,21,1530,233,215,112,782,T3,T31
5442,2978,99,3,153,3,2743,224,235,146,1900,T1,T29
5443,2535,75,21,153,45,1107,240,196,77,841,T3,T4
5444,3132,66,17,124,49,5063,234,202,94,1489,T1,T29
5445,2952,126,18,190,50,1935,247,225,99,1087,T1,T29
5446,3013,352,18,390,1,242,186,206,157,1240,T3,T24
5447,2900,139,10,228,20,3803,236,237,131,3956,T1,T12
5448,3089,148,10,67,0,1734,234,239,136,2313,T3,T23
5449,2633,151,17,228,75,543,239,238,121,1776,T1,T30
5450,3288,124,5,95,4,1395,229,236,140,3270,T2,T23
5451,3327,13,21,408,124,4953,195,193,130,277,T1,T38
5452,2896,237,19,443,174,2353,183,253,203,511,T3,T33
5453,3296,4,14,607,93,2061,201,212,148,865,T3,T31
5454,2962,6,6,420,49,4614,212,227,153,2876,T1,T23
5455,2982,111,12,150,12,2210,241,226,113,781,T1,T29
5456,2924,132,17,170,54,2916,245,229,106,1760,T1,T29
5457,2843,116,19,134,51,1199,249,219,90,1734,T3,T33
5458,3442,6,19,595,242,4307,193,199,140,3638,T3,T39
5459,3111,322,14,95,9,3742,183,225,181,3181,T3,T24
5460,2311,292,23,90,30,1430,149,228,216,722,T4,T10
5461,2557,338,31,240,114,708,138,180,172,1092,T3,T33
5462,3200,24,14,594,71,2391,212,209,132,3350,T3,T31
5463,2614,310,4,108,8,600,209,237,166,1436,T1,T12
5464,3319,182,13,696,117,2859,224,248,155,1128,T3,T33
5465,2979,28,15,120,18,1200,213,207,126,992,T3,T24
5466,3161,66,12,361,41,2952,232,215,114,2783,T3,T32
5467,3194,94,13,108,25,1343,240,220,107,1289,T1,T29
5468,3058,256,14,771,21,2145,186,248,200,1020,T3,T31
5469,2854,226,35,638,330,1050,150,246,212,1731,T3,T28
5470,2739,104,22,42,15,2618,251,206,72,2175,T3,T10
5471,3310,71,16,192,-12,2656,236,208,99,2590,T1,T30
5472,2323,49,21,60,8,201,223,190,91,661,T3,T10
5473,3150,345,7,371,-35,1507,207,230,161,1001,T2,T24
5474,2900,144,19,108,17,5425,243,233,110,4118,T1,T29
5475,2856,64,7,255,26,1860,227,226,133,2708,T3,T26
5476,3031,17,5,531,33,4050,216,229,151,4391,T1,T29
5477,2720,42,21,270,77,1211,218,189,97,1908,T3,T33
5478,2892,302,21,182,46,5229,158,225,206,661,T1,T29
5479,2942,93,19,541,146,1101,246,208,83,792,T1,T29
5480,2841,76,10,201,45,696,233,220,118,878,T1,T30
5481,2700,328,14,150,44,1722,186,224,177,1273,T3,T13
5482,2534,124,10,60,-8,1261,238,233,125,1440,T3,T4
5483,2832,60,14,510,102,2812,230,209,108,1822,T3,T10
5484,3184,10,4,0,0,1500,215,231,153,2503,T3,T23
5485,3250,9,12,150,25,1282,206,215,146,2012,T2,T23
5486,3327,184,38,277,168,1595,199,234,134,595,T3,T39
5487,3047,1,14,277,14,570,199,212,150,765,T3,T32
5488,3440,320,15,335,23,5079,181,225,183,4082,T3,T38
5489,3043,113,15,234,16,3638,245,223,104,153,T1,T29
5490,3123,109,12,331,-25,6121,241,226,113,1233,T1,T29
5491,3297,276,28,402,15,2087,133,232,232,3129,T1,T39
5492,3134,308,6,85,4,4537,204,236,171,3422,T1,T29
5493,2353,293,4,306,157,849,209,239,168,642,T4,T6
5494,2540,344,4,182,16,2510,211,233,160,2481,T3,T11
5495,2321,333,15,85,-18,499,185,220,173,841,T4,T10
5496,2426,67,17,324,90,626,235,205,97,1383,T4,T10
5497,2922,115,13,90,9,4736,242,227,113,3822,T1,T23
5498,2418,26,30,60,43,1041,192,163,91,732,T4,T10
5499,3067,285,11,150,27,3530,190,240,190,553,T1,T29
5500,2515,335,26,162,45,825,154,196,176,721,T3,T10
5501,3024,106,20,108,20,4085,250,211,80,3998,T1,T29
5502,2822,23,12,67,6,1482,212,214,136,2689,T3,T24
5503,2658,352,13,30,4,1385,198,218,158,242,T1,T23
5504,3317,320,11,708,140,811,191,229,178,484,T2,T33
5505,3201,0,0,30,0,4010,218,237,156,3471,T1,T20
5506,2866,158,4,313,54,2406,225,240,150,1943,T1,T12
5507,2650,222,37,42,37,2160,148,244,208,541,T3,T4
5508,2783,153,1,331,27,2112,220,238,155,1618,T1,T29
5509,2805,296,13,170,47,2432,182,235,193,644,T3,T13
5510,3142,126,12,127,36,3276,241,231,118,3204,T1,T29
5511,3181,189,15,360,49,1149,219,250,160,1917,T3,T32
5512,2595,100,13,150,44,1315,242,221,107,366,T3,T4
5513,3057,252,12,283,28,3120,193,248,193,825,T3,T32
5514,2948,30,23,360,135,2364,207,184,104,1974,T3,T33
5515,2224,326,14,361,165,484,184,224,179,335,T4,T2
5516,3197,90,16,666,274,1932,243,212,94,2583,T3,T33
5517,2980,71,12,42,1,3199,233,216,113,999,T3,T20
5518,2767,86,6,210,9,2531,229,230,134,6198,T1,T12
5519,2965,95,15,268,54,4039,243,216,98,5229,T1,T12
5520,2174,314,28,0,0,853,133,204,205,703,T4,T10
5521,2945,251,10,390,39,5543,198,247,187,5001,T1,T29
5522,3434,151,12,390,234,2538,235,240,133,630,T3,T38
5523,3095,278,15,42,7,3064,177,241,0,1416,T3,T23
5524,3258,52,17,90,-5,1167,226,201,102,3094,T2,T23
5525,2886,224,17,30,9,480,196,254,191,1471,T3,T13
5526,3249,106,8,201,-7,2920,233,231,130,892,T1,T23
5527,2700,9,18,306,102,1575,196,200,137,2629,T3,T10
5528,2968,97,37,648,172,993,250,162,0,1234,T1,T29
5529,3159,82,3,0,0,2188,224,233,144,1533,T3,T23
5530,3064,270,5,175,32,3120,206,242,174,1158,T3,T32
5531,3373,175,9,767,201,1429,225,245,153,966,T2,T31
5532,3184,9,7,443,15,2040,212,225,151,981,T3,T31
5533,2908,61,15,420,53,716,231,207,105,949,T3,T32
5534,2835,72,17,234,32,2641,237,204,92,1846,T1,T29
5535,2502,127,20,150,54,598,248,223,94,841,T3,T4
5536,2576,36,13,0,0,685,219,211,125,1531,T3,T33
5537,3350,232,13,30,0,4440,199,251,188,3466,T3,T35
5538,3516,284,9,216,102,2943,195,241,185,1961,T1,T40
5539,2870,351,6,0,0,1140,210,230,159,1931,T3,T23
5540,3129,258,26,570,208,2970,151,245,226,2568,T3,T31
5541,3004,270,7,810,108,5825,203,242,179,6199,T1,T29
5542,3197,30,23,283,60,1024,207,185,105,5106,T2,T22
5543,3196,290,8,582,112,371,198,239,181,2089,T3,T23
5544,3084,154,8,150,-1,1828,230,241,143,2101,T1,T30
5545,2636,221,10,42,10,1584,207,250,178,120,T3,T4
5546,2212,330,35,277,173,361,117,174,184,722,T4,T10
5547,2944,349,8,285,14,648,205,226,160,2162,T1,T29
5548,3315,324,22,569,129,752,161,211,187,390,T2,T33
5549,2533,237,11,150,26,926,200,250,186,1130,T4,T6
5550,2726,168,20,402,-3,2341,231,243,133,2298,T3,T4
5551,2742,191,24,362,132,1738,212,250,160,1448,T3,T4
5552,3265,219,25,331,-2,3200,183,254,196,497,T3,T33
5553,3184,117,11,351,74,1266,238,230,121,1736,T3,T13
5554,2520,51,6,60,3,480,223,227,139,283,T1,T16
5555,3406,180,6,810,200,1683,222,244,156,1503,T3,T40
5556,3148,228,16,418,92,3113,194,253,193,306,T3,T32
5557,3073,68,10,120,5,819,231,220,121,2033,T1,T29
5558,3128,261,21,600,87,1103,163,246,218,1099,T3,T33
5559,3060,111,9,469,-4,1359,236,230,125,1360,T1,T29
5560,3068,94,27,85,9,2837,250,188,48,1148,T3,T23
5561,2641,321,27,330,208,819,142,203,195,1682,T3,T13
5562,3129,127,10,85,10,3477,237,234,127,4990,T1,T30
5563,3221,1,10,604,101,703,206,221,153,685,T3,T23
5564,3041,54,12,30,14,1207,227,214,118,1396,T3,T23
5565,2979,291,12,503,23,1480,186,238,192,1377,T3,T31
5566,2739,146,11,0,0,3596,235,239,134,1326,T1,T23
5567,3268,227,9,361,42,3469,207,249,179,1834,T1,T29
5568,3049,169,7,150,-5,1019,226,243,151,3009,T3,T33
5569,3070,157,6,162,-15,6808,227,241,148,2907,T1,T30
5570,2755,25,4,0,0,1830,218,231,150,1237,T1,T29
5571,2703,77,13,360,86,1080,236,216,108,638,T1,T29
5572,2943,55,13,30,-7,576,228,212,115,537,T1,T22
5573,3219,297,11,424,-6,5426,190,237,186,1819,T1,T22
5574,3067,320,12,285,13,2268,189,228,180,685,T3,T22
5575,3195,288,12,127,23,4299,186,239,192,3341,T1,T23
5576,2601,93,27,85,34,934,250,188,48,3355,T1,T29
5577,3094,47,15,514,19,1343,224,206,112,2860,T3,T33
5578,3281,208,22,323,-48,3031,198,254,181,467,T3,T33
5579,3165,113,5,67,0,2273,230,234,138,834,T1,T23
5580,3066,42,6,42,0,3606,221,227,141,1637,T1,T23
5581,2763,58,7,42,6,1964,226,225,133,2858,T1,T12
5582,3094,6,10,85,9,4352,208,222,150,3404,T1,T23
5583,3674,120,9,967,419,2642,236,233,128,1106,T1,T40
5584,3337,39,20,459,81,5128,216,191,103,390,T1,T38
5585,3071,47,9,108,0,3781,223,221,132,1794,T1,T29
5586,2923,95,10,150,8,4450,237,225,118,2936,T1,T29
5587,3042,9,20,218,51,95,194,197,135,1167,T3,T24
5588,3073,299,22,430,-47,2059,153,226,210,1812,T3,T32
5589,3099,176,22,170,21,2139,226,246,141,134,T3,T31
5590,3338,127,19,323,79,2215,248,224,97,2021,T3,T32
5591,3198,260,4,283,50,424,210,242,170,708,T2,T32
5592,2930,304,19,42,18,1413,165,227,201,779,T3,T31
5593,3293,164,9,362,25,1208,228,243,147,1947,T1,T22
5594,3129,294,18,540,-19,6204,166,233,205,1504,T1,T29
5595,3201,50,8,234,14,3349,224,222,132,3537,T1,T23
5596,2918,127,33,671,144,4308,252,199,45,1599,T3,T13
5597,2966,44,32,175,36,1470,209,155,59,1209,T3,T32
5598,3276,2,14,443,76,3726,200,213,149,3948,T1,T38
5599,3033,85,13,485,94,430,239,217,106,1917,T3,T33
5600,2749,90,9,319,71,2820,235,225,121,1260,T3,T2
5601,2338,305,9,268,128,1040,195,235,181,661,T4,T6
5602,3395,202,17,552,91,3650,210,253,173,1650,T3,T38
5603,2877,3,37,162,-25,319,145,143,115,1556,T1,T29
5604,2967,8,14,570,78,2574,203,212,145,1478,T3,T32
5605,3027,127,22,752,199,4456,250,220,87,1521,T3,T33
5606,2791,173,6,60,0,3280,224,243,154,5985,T1,T12
5607,2502,338,22,30,14,671,168,204,172,1302,T3,T10
5608,2675,32,14,108,34,900,216,208,125,1852,T1,T12
5609,2906,20,7,618,151,1332,215,225,147,1057,T3,T32
5610,3101,111,3,234,31,4595,225,236,145,3034,T1,T29
5611,3105,114,9,60,-2,2071,235,232,128,2542,T3,T32
5612,3207,180,9,30,1,892,224,246,155,1237,T1,T23
5613,3124,260,4,0,0,2291,210,242,170,849,T3,T23
5614,3024,312,13,234,34,2950,185,230,185,834,T3,T32
5615,2437,141,15,607,131,824,241,235,120,1075,T4,T3
5616,3050,170,7,170,10,418,225,243,152,1065,T3,T23
5617,3276,211,19,60,16,2143,201,254,183,3782,T2,T22
5618,2945,20,10,516,173,591,213,218,141,1318,T3,T32
5619,3255,87,24,60,0,5864,247,194,0,511,T1,T38
5620,3266,144,14,524,40,5490,239,237,124,1471,T1,T29
5621,3043,333,2,150,38,3093,214,236,160,488,T1,T29
5622,2988,54,6,480,62,5207,224,226,137,6360,T1,T29
5623,3097,67,7,30,3,1015,228,226,132,2040,T1,T22
5624,3123,97,11,1265,209,3060,239,224,114,1438,T3,T32
5625,3169,73,11,339,34,4710,233,220,118,2650,T1,T29
5626,2710,285,25,285,133,1041,142,230,224,1986,T3,T13
